date_created,Concept,movement_number,reference,amount
12/1/2022,Retención Impuesto a la fuente,862477438,147183783,9254312.81
10/2/2022,Costo de PayDay,851278646,148378380,10856091.58
3/2/2022,Cobro,872827725,149610226,8914062.13
14/07/2022,Retención Impuesto a la industria y comercio,839696217,157863419,3705881.35
14/07/2022,Retención Impuesto al Valor Agregado,837208618,143717730,11341662.12
24/05/2022,Retención Impuesto al Valor Agregado,841192653,165330267,11574445.76
2/6/2022,Retención Impuesto a la fuente,875149078,143678347,810330.12
10/5/2022,Retención Impuesto al Valor Agregado,885158166,145018761,3976136.2
20/03/2022,Cobro,846599672,156464371,13599108.31
20/06/2022,Retención Impuesto a la fuente,882795544,151474616,6384326.91
28/02/2022,Costo de PayDay,888251559,148196919,14369087.05
15/05/2022,Costo de PayDay,885354500,165910792,2886854.18
5/4/2022,Cobro,845398636,160625253,5080937.58
30/01/2022,Costo de PayDay,874443245,166077472,147967.28
29/07/2022,Costo de PayDay,867044666,145677126,13133238.1
10/2/2022,Cobro,890908665,149943802,283964.07
14/01/2022,Retención Impuesto a la industria y comercio,871460512,161742435,2319488.12
11/6/2022,Retención Impuesto a la fuente,878426353,157358295,6923151.09
15/02/2022,Retención Impuesto a la fuente,879887124,158171966,8256200.56
21/05/2022,Cobro,861280702,164266806,9400226.14
4/1/2022,Cobro,839582981,163879911,499581.46
3/5/2022,Cobro,864829079,150568017,10628579.09
21/01/2022,Retención Impuesto al Valor Agregado,844343994,146909472,1076756.67
8/7/2022,Retención Impuesto al Valor Agregado,865730025,154589049,13670433.33
20/04/2022,Retención Impuesto al Valor Agregado,892130851,155481820,9743773.66
20/01/2022,Retención Impuesto al Valor Agregado,835520810,150621928,10300956.19
10/7/2022,Retención Impuesto al Valor Agregado,837713438,167181089,12171861.05
17/03/2022,Retención Impuesto a la industria y comercio,873464057,164368621,11057751.92
14/02/2022,Retención Impuesto al Valor Agregado,877340784,145786253,9287530.35
18/07/2022,Cobro,837565884,164789518,1874539.33
13/01/2022,Retención Impuesto a la industria y comercio,837993732,160702086,4155292.16
6/1/2022,Retención Impuesto a la industria y comercio,881659265,153793269,7475704.36
24/04/2022,Cobro,860844082,143605918,7770851.5
11/1/2022,Retención Impuesto a la industria y comercio,881307683,143749194,2429461.26
17/07/2022,Costo de PayDay,862985518,160889623,2096181.65
1/4/2022,Retención Impuesto a la fuente,858857529,144411367,9508855.99
14/07/2022,Retención Impuesto al Valor Agregado,868680513,151857822,14971358.54
29/07/2022,Retención Impuesto al Valor Agregado,851899404,162765481,5690115.24
23/05/2022,Retención Impuesto a la industria y comercio,860809842,155185751,1440156.26
14/03/2022,Retención Impuesto al Valor Agregado,890788971,159559959,43236.71
23/07/2022,Retención Impuesto a la fuente,879265233,149355525,14329789.88
6/6/2022,Costo de PayDay,890314705,163222948,9162068.91
1/7/2022,Retención Impuesto a la industria y comercio,839777703,146015469,6400241.33
28/03/2022,Cobro,849079739,143403140,6486738.57
20/03/2022,Cobro,836760841,151058651,4058314.45
29/05/2022,Costo de PayDay,834045472,144557137,4737096.51
27/06/2022,Retención Impuesto a la fuente,861749130,158675103,904324.31
9/4/2022,Retención Impuesto al Valor Agregado,880505635,159571048,3200427.64
31/03/2022,Retención Impuesto a la fuente,857171309,159241427,6354027.49
17/04/2022,Retención Impuesto a la fuente,835130286,155915273,14180316.31
29/07/2022,Cobro,892461075,159027943,10485821.3
16/07/2022,Retención Impuesto al Valor Agregado,887011316,164983941,5889910.7
10/3/2022,Retención Impuesto a la fuente,864413468,149063481,2245749.91
1/2/2022,Retención Impuesto al Valor Agregado,865260911,152553130,9484555.57
20/07/2022,Retención Impuesto a la industria y comercio,884261442,146900430,10199937.47
14/03/2022,Costo de PayDay,852370384,143590509,625688.1
18/06/2022,Retención Impuesto a la fuente,838762181,160987555,13834382.69
15/02/2022,Retención Impuesto a la fuente,842717556,157339997,7786755.18
28/02/2022,Cobro,884565672,157296143,10690559.8
13/05/2022,Retención Impuesto a la fuente,841377024,145275986,14841189.27
24/03/2022,Costo de PayDay,840212281,162842526,4685894.01
9/1/2022,Cobro,892145661,152488577,10607074.92
6/1/2022,Cobro,868142349,163332903,7690149.51
15/07/2022,Retención Impuesto a la industria y comercio,837682396,154565536,9154477.28
18/01/2022,Costo de PayDay,835026299,144763148,7226311.4
6/2/2022,Retención Impuesto a la industria y comercio,872289429,166829434,7689229.42
21/05/2022,Retención Impuesto al Valor Agregado,864214301,159812603,10615147.81
18/03/2022,Retención Impuesto a la fuente,867537751,154138998,5127781.36
29/07/2022,Retención Impuesto a la fuente,845380353,160136673,10362693.69
19/04/2022,Retención Impuesto al Valor Agregado,832945498,153880959,13127370.39
20/07/2022,Retención Impuesto a la industria y comercio,889831894,150636455,11652144
24/05/2022,Retención Impuesto al Valor Agregado,868361588,149810807,6593028.86
5/4/2022,Retención Impuesto al Valor Agregado,887942614,162938333,7511090.06
3/3/2022,Retención Impuesto al Valor Agregado,884470068,167054606,10685804.97
26/07/2022,Retención Impuesto a la industria y comercio,845814083,166572308,3656689.3
20/06/2022,Retención Impuesto al Valor Agregado,883331507,149722560,5719575.54
13/03/2022,Retención Impuesto al Valor Agregado,867045303,155739079,13869528.5
9/7/2022,Costo de PayDay,859281832,145587220,3226080.05
24/05/2022,Cobro,867677092,166835261,7770401.61
3/5/2022,Retención Impuesto a la fuente,881051371,147456082,13681543.34
5/5/2022,Retención Impuesto a la fuente,889677804,144009548,12328241.1
14/05/2022,Retención Impuesto al Valor Agregado,862335053,158240377,7518165.69
15/04/2022,Retención Impuesto a la fuente,854826543,152399902,6351394.26
3/1/2022,Retención Impuesto al Valor Agregado,865979775,154715997,2280671.8
2/6/2022,Costo de PayDay,873293118,164042027,492649.94
6/1/2022,Cobro,870010872,163766469,2048419.63
7/3/2022,Retención Impuesto a la industria y comercio,837851772,156411777,14846908.13
16/01/2022,Cobro,889982691,154620413,12120528.9
6/5/2022,Retención Impuesto al Valor Agregado,850502627,166414813,8416917.47
13/07/2022,Cobro,861504359,144662307,5455081.72
22/07/2022,Retención Impuesto a la industria y comercio,880010763,157891493,5212950.67
25/03/2022,Cobro,862508270,161213102,5515112.37
26/05/2022,Cobro,849525301,149391073,3788106.49
12/3/2022,Retención Impuesto a la industria y comercio,882432203,151542679,8109538.83
8/2/2022,Retención Impuesto al Valor Agregado,836153214,163791576,14668570.78
16/02/2022,Costo de PayDay,885348299,155088023,10234992.59
14/05/2022,Cobro,850029645,160594905,11581122.66
21/07/2022,Cobro,852696677,145650653,10862379.99
30/04/2022,Retención Impuesto a la industria y comercio,887474619,165794199,14088427.06
2/3/2022,Retención Impuesto a la industria y comercio,846469406,151268471,11602166.95
20/05/2022,Retención Impuesto a la fuente,853576403,165498822,7066074.9
10/1/2022,Retención Impuesto a la fuente,879928235,153681636,13629163.31
18/06/2022,Retención Impuesto a la fuente,863981099,146949055,2454688.42
28/07/2022,Cobro,890008972,164328588,3743944.48
31/01/2022,Retención Impuesto a la industria y comercio,860041577,160099358,12591619.98
2/6/2022,Retención Impuesto a la fuente,839728287,157925341,10449969.74
26/02/2022,Costo de PayDay,856102678,151146537,12297042.4
27/04/2022,Cobro,836289249,152195936,7347602
29/01/2022,Retención Impuesto al Valor Agregado,876145391,163000442,2870897.96
12/3/2022,Costo de PayDay,878539291,163920204,7500933.18
26/02/2022,Costo de PayDay,873268566,146638663,487728.17
17/04/2022,Retención Impuesto a la fuente,868581022,167094244,6559529.95
22/04/2022,Retención Impuesto a la fuente,860507635,155622646,13479489.11
3/2/2022,Retención Impuesto a la fuente,888045214,148747217,2087021.32
16/01/2022,Retención Impuesto al Valor Agregado,868007020,164219007,13229595.37
16/05/2022,Costo de PayDay,839418442,158824323,12117487.57
25/01/2022,Cobro,879235155,159069700,14271055.12
8/7/2022,Retención Impuesto a la fuente,881289366,154454454,7092139.08
16/04/2022,Retención Impuesto a la industria y comercio,889979201,153106324,6481545.2
17/04/2022,Retención Impuesto a la industria y comercio,881723703,145530816,12049653.78
19/07/2022,Costo de PayDay,871378505,147094937,2716860.64
26/02/2022,Retención Impuesto a la fuente,850455867,152477023,10120807.22
20/07/2022,Cobro,846583729,156950091,849936.87
17/02/2022,Cobro,865478641,162802087,11724419.85
30/06/2022,Retención Impuesto a la fuente,870790708,153285094,8396666.55
13/03/2022,Cobro,888107622,158652916,8037768.27
9/2/2022,Retención Impuesto a la fuente,863155358,149039953,3718816
2/2/2022,Costo de PayDay,860601114,162080316,672261.23
5/5/2022,Retención Impuesto a la industria y comercio,844249984,166987284,8786967.4
11/5/2022,Retención Impuesto a la industria y comercio,847134702,149853883,5325959.31
1/3/2022,Cobro,871697632,146684418,5380908.56
27/02/2022,Cobro,853913135,164375415,7917674.95
27/02/2022,Retención Impuesto a la fuente,875079311,159649675,1962712.22
30/05/2022,Retención Impuesto a la fuente,851951771,144677636,1961323.82
28/05/2022,Costo de PayDay,846291059,158860110,11758491.84
23/06/2022,Retención Impuesto al Valor Agregado,888034627,151340505,6388731.46
17/02/2022,Costo de PayDay,845980704,150825948,9540155.04
21/01/2022,Costo de PayDay,874158528,163880303,6300933.99
25/02/2022,Retención Impuesto a la fuente,876709187,153930325,14706818.59
26/05/2022,Retención Impuesto a la industria y comercio,858547454,148855118,8909461.7
20/06/2022,Cobro,890893040,155579718,10915453.36
3/1/2022,Retención Impuesto a la fuente,890714056,160957866,609538.9
17/02/2022,Retención Impuesto a la industria y comercio,880848270,166654774,9975593.9
5/2/2022,Retención Impuesto a la fuente,833471180,149342450,2593287.8
16/05/2022,Costo de PayDay,888195374,146246973,9698674.31
8/6/2022,Retención Impuesto a la fuente,837667401,165537732,865029.7
16/04/2022,Retención Impuesto a la fuente,839047790,163530069,3066546.7
21/01/2022,Retención Impuesto a la fuente,869186184,157405741,9231998.13
11/2/2022,Costo de PayDay,859312539,150412025,13881669.03
22/03/2022,Retención Impuesto al Valor Agregado,877732159,151686465,966780.6
23/07/2022,Retención Impuesto a la industria y comercio,842548179,159217687,5214408.84
14/01/2022,Retención Impuesto a la fuente,871511963,144572012,11863002.24
13/05/2022,Retención Impuesto a la industria y comercio,855277326,163554095,9498401.82
8/4/2022,Retención Impuesto a la industria y comercio,845581349,153369148,7445046.54
21/02/2022,Retención Impuesto a la industria y comercio,875433841,154180021,7259502.61
18/01/2022,Retención Impuesto al Valor Agregado,878914120,162551383,14046604.32
31/01/2022,Retención Impuesto a la fuente,837825144,166905161,1457686.28
22/03/2022,Costo de PayDay,869547825,148949084,2825660.26
19/01/2022,Retención Impuesto al Valor Agregado,838440547,163811405,2710525.59
27/03/2022,Retención Impuesto a la industria y comercio,845476436,162712882,3132924.81
9/3/2022,Costo de PayDay,839870843,151753591,7355768.14
12/2/2022,Retención Impuesto al Valor Agregado,836893492,144793963,232753.79
5/6/2022,Retención Impuesto al Valor Agregado,873412546,163644790,12965539.01
21/05/2022,Cobro,845655665,144903893,9390912.24
16/02/2022,Retención Impuesto al Valor Agregado,853748188,144597592,4987972.39
24/04/2022,Cobro,872309401,144991128,442784.08
15/07/2022,Costo de PayDay,869217721,156813109,2715964.65
15/06/2022,Cobro,889032813,146891687,4396094.48
23/05/2022,Cobro,878515902,158019154,4072314.18
24/03/2022,Retención Impuesto a la industria y comercio,861208305,145659955,7542517.01
19/04/2022,Retención Impuesto a la industria y comercio,856017021,146911679,5804932.11
19/01/2022,Retención Impuesto a la fuente,848987166,146453748,3428074.7
30/04/2022,Costo de PayDay,864474576,154982027,9079423.23
24/03/2022,Retención Impuesto al Valor Agregado,835733123,154334890,5933290.87
28/06/2022,Retención Impuesto a la fuente,857448840,161857885,5382731.43
12/6/2022,Retención Impuesto a la fuente,844776930,160790702,7485067.83
19/03/2022,Retención Impuesto al Valor Agregado,845003272,145987574,452913.26
6/3/2022,Costo de PayDay,837335001,166000751,12520777.98
14/01/2022,Cobro,870191768,154951836,14611620.35
7/4/2022,Retención Impuesto al Valor Agregado,887181907,159988150,1276357.84
27/07/2022,Retención Impuesto al Valor Agregado,870317607,157925933,3093945.28
6/6/2022,Costo de PayDay,867039696,150524506,14644077.38
20/07/2022,Retención Impuesto al Valor Agregado,848072321,150211764,11093762.71
9/1/2022,Retención Impuesto a la fuente,861097422,152485104,6653175.99
22/02/2022,Retención Impuesto a la fuente,839362467,162158475,1851083.58
7/6/2022,Cobro,867398869,147408961,3457501.36
23/01/2022,Retención Impuesto a la industria y comercio,847247060,157259838,11294747.39
9/1/2022,Retención Impuesto al Valor Agregado,877877849,162307127,10769120.71
1/5/2022,Cobro,857333191,157572310,5634007.35
13/01/2022,Retención Impuesto a la industria y comercio,856932943,152397636,9518617.49
15/04/2022,Retención Impuesto al Valor Agregado,869983904,151704757,2249130.55
10/3/2022,Retención Impuesto al Valor Agregado,849233618,166007192,3900113.66
6/2/2022,Retención Impuesto a la industria y comercio,833043187,166763427,11141988.26
21/05/2022,Retención Impuesto a la fuente,888852812,158368987,12924468.54
22/01/2022,Retención Impuesto a la fuente,886582555,148180733,4689872.08
21/03/2022,Retención Impuesto al Valor Agregado,856128981,150086698,4488119.84
11/7/2022,Costo de PayDay,892018392,155207768,474867.33
11/4/2022,Retención Impuesto al Valor Agregado,841443635,163009697,2795641.51
22/07/2022,Retención Impuesto a la fuente,832840650,162357994,9099965.26
21/07/2022,Retención Impuesto al Valor Agregado,863463342,145443735,3653258.55
4/7/2022,Cobro,853139864,144951493,13508490.58
13/01/2022,Retención Impuesto al Valor Agregado,867328685,143422179,7293429.92
18/05/2022,Cobro,868045144,150006963,50970.5
18/02/2022,Cobro,858303814,153009897,10270772.48
28/02/2022,Retención Impuesto a la industria y comercio,858860110,157808454,10744074.08
12/7/2022,Retención Impuesto a la industria y comercio,844856220,153726943,6095149.13
3/7/2022,Costo de PayDay,885582736,159504951,10000445.83
19/07/2022,Retención Impuesto a la fuente,875972494,149816357,14963892.87
4/3/2022,Cobro,840651211,147072527,7436128.01
24/01/2022,Retención Impuesto a la industria y comercio,859618792,146173912,10373992.03
24/07/2022,Cobro,866341594,147392602,6839379.47
18/04/2022,Retención Impuesto a la fuente,876706521,154355036,9898293.06
14/01/2022,Retención Impuesto al Valor Agregado,850452321,164438894,10898750.13
21/01/2022,Cobro,841525890,162483139,8466433.85
21/03/2022,Retención Impuesto a la fuente,869493046,150660231,13548999.86
29/03/2022,Retención Impuesto a la fuente,883574028,157279874,10300538.75
5/2/2022,Cobro,872414024,163631177,9602551.51
13/03/2022,Retención Impuesto a la fuente,857779612,147844772,7612188.08
27/01/2022,Costo de PayDay,874446112,159269220,6464842.98
24/06/2022,Retención Impuesto al Valor Agregado,891886433,149680653,11574281.7
2/6/2022,Retención Impuesto a la fuente,885141359,152004221,13127200.63
20/02/2022,Cobro,865300952,143751597,11805842.67
11/1/2022,Retención Impuesto a la industria y comercio,873577378,150264733,6453474.39
23/07/2022,Retención Impuesto a la fuente,849805641,151264682,8882726.12
23/07/2022,Retención Impuesto al Valor Agregado,885912341,144186293,7250317.53
1/2/2022,Cobro,880151523,154716287,9344955.97
10/5/2022,Retención Impuesto a la industria y comercio,837706107,161176466,11189446.2
25/04/2022,Retención Impuesto al Valor Agregado,843645574,149566377,9786151.02
19/04/2022,Costo de PayDay,857023340,143660621,9056664.18
23/01/2022,Costo de PayDay,842427027,144336103,2699856.42
14/07/2022,Cobro,867692866,143594524,8477098.04
21/02/2022,Retención Impuesto a la fuente,833831989,163681615,9834796.28
3/4/2022,Retención Impuesto a la fuente,853484327,163076764,7921653.72
21/04/2022,Retención Impuesto al Valor Agregado,881860802,157043863,13642012.65
17/05/2022,Cobro,855575546,163366746,11093571.25
25/02/2022,Costo de PayDay,846583162,144146293,9329529.35
18/06/2022,Cobro,878462658,160196156,7361949.94
5/3/2022,Costo de PayDay,862444245,161276596,4599051.77
14/06/2022,Retención Impuesto al Valor Agregado,839269004,146731924,4631923.95
12/1/2022,Costo de PayDay,883859858,162610068,14157767.12
8/1/2022,Cobro,889177379,146116602,229083.97
9/4/2022,Cobro,834203015,148260351,2408836.56
14/02/2022,Costo de PayDay,886014409,150151370,421292.24
15/01/2022,Retención Impuesto a la fuente,891700718,145530335,2315215.49
20/04/2022,Retención Impuesto al Valor Agregado,847704674,163195456,2145522.38
2/3/2022,Retención Impuesto a la industria y comercio,855075668,160657062,11882551.07
19/07/2022,Retención Impuesto a la industria y comercio,885281659,159873896,12877292.29
13/06/2022,Cobro,842007931,149103441,14831698.17
27/01/2022,Retención Impuesto al Valor Agregado,864252313,147351839,7132123.96
23/04/2022,Costo de PayDay,872143951,149229032,6476567.72
25/02/2022,Costo de PayDay,848082439,162229114,11604269
30/03/2022,Costo de PayDay,883013766,164631490,9593913.54
18/02/2022,Retención Impuesto al Valor Agregado,867282058,165871284,2001756.17
19/06/2022,Costo de PayDay,849981614,154357165,3494505.65
17/01/2022,Retención Impuesto al Valor Agregado,847262950,152075038,2252382.65
6/2/2022,Cobro,846039598,163603309,6853340.17
15/06/2022,Costo de PayDay,886219839,157580004,10510769.16
2/2/2022,Cobro,839197917,150969622,11635326.75
19/02/2022,Retención Impuesto a la industria y comercio,863492286,167167389,13542575.88
5/3/2022,Costo de PayDay,849043904,155677552,13885385.88
24/02/2022,Costo de PayDay,886005097,157249030,5045503.86
4/1/2022,Retención Impuesto a la industria y comercio,853758025,160914113,13246204.76
23/02/2022,Retención Impuesto al Valor Agregado,863524654,166751099,12891654.52
14/04/2022,Cobro,881228014,149102324,2833931.3
25/03/2022,Retención Impuesto al Valor Agregado,878906679,147078153,5834473.9
19/01/2022,Costo de PayDay,836952203,155868029,1939380.1
17/04/2022,Retención Impuesto a la industria y comercio,859309279,153645788,12680248.83
19/01/2022,Retención Impuesto a la fuente,865236084,150679175,8858655.86
13/02/2022,Retención Impuesto al Valor Agregado,875309708,145305740,12278849.29
18/07/2022,Retención Impuesto a la industria y comercio,883956278,149763062,4927480.67
9/7/2022,Cobro,867975695,146689288,13779638.31
25/01/2022,Retención Impuesto al Valor Agregado,859279922,150634557,3178653.04
10/3/2022,Cobro,863576171,154966170,1996391.56
21/04/2022,Retención Impuesto al Valor Agregado,839554223,159790120,11203812.63
12/7/2022,Retención Impuesto al Valor Agregado,873676046,155101888,1525969.68
15/05/2022,Retención Impuesto a la industria y comercio,833416306,153958664,4052258.54
29/07/2022,Retención Impuesto a la industria y comercio,841779661,154038545,7104606.22
8/4/2022,Retención Impuesto a la fuente,850491142,166872057,12005610.69
14/07/2022,Costo de PayDay,878411204,157924414,2327994.84
14/03/2022,Retención Impuesto a la industria y comercio,881694535,163070920,5238486.27
13/01/2022,Cobro,890119529,149111333,11464258.6
9/4/2022,Retención Impuesto al Valor Agregado,863414702,143549724,12125305.31
12/3/2022,Cobro,864464633,154536948,5918493.44
7/5/2022,Costo de PayDay,879085287,156051131,6598274.97
17/02/2022,Costo de PayDay,877771618,160294630,2621207.48
28/05/2022,Cobro,842392900,156131191,13642782.96
5/4/2022,Cobro,885052971,164348879,2685090.66
21/05/2022,Retención Impuesto al Valor Agregado,849613896,150960933,11987115.13
15/01/2022,Costo de PayDay,858201451,151361678,8263602.61
8/1/2022,Retención Impuesto a la fuente,865627361,160967007,2488170.72
28/02/2022,Retención Impuesto a la industria y comercio,844781049,159188670,11880751.09
9/6/2022,Retención Impuesto a la fuente,878178719,156461003,10715867.99
1/4/2022,Costo de PayDay,879006514,154605102,12382665.77
8/3/2022,Cobro,873223377,160091498,280599.39
7/5/2022,Costo de PayDay,878253130,146574465,8586497.55
29/07/2022,Costo de PayDay,863642091,156889051,11291928.15
24/05/2022,Costo de PayDay,890780994,144337944,5278634.94
3/4/2022,Retención Impuesto al Valor Agregado,863459541,153261850,6974004.32
18/05/2022,Cobro,869035356,147578337,2509096.08
20/06/2022,Retención Impuesto a la industria y comercio,849677781,157801127,2950820.85
17/01/2022,Costo de PayDay,871570871,166284077,14586003.13
27/06/2022,Retención Impuesto a la industria y comercio,880439335,163344539,5444095.13
12/1/2022,Retención Impuesto a la fuente,889986442,154630150,6271040.32
7/5/2022,Retención Impuesto a la fuente,862397652,162567214,12927374.57
20/01/2022,Cobro,880378753,164503574,4667669.26
21/03/2022,Cobro,861456463,164696392,14196689.42
11/6/2022,Retención Impuesto a la industria y comercio,875934371,152050811,6588472.41
2/6/2022,Retención Impuesto a la industria y comercio,877548729,160075621,5162506.04
4/2/2022,Costo de PayDay,879849654,163378275,6657256.06
5/2/2022,Retención Impuesto al Valor Agregado,854545323,145546764,7666164.9
26/06/2022,Retención Impuesto al Valor Agregado,857461581,148548767,7105368.56
29/06/2022,Retención Impuesto a la industria y comercio,882372143,152029659,14850205.61
6/4/2022,Retención Impuesto a la industria y comercio,873175500,152661099,14925085.88
29/01/2022,Costo de PayDay,877310992,159965118,2830209.48
5/4/2022,Retención Impuesto a la fuente,887653901,165482578,1425471.5
23/04/2022,Retención Impuesto al Valor Agregado,848446832,164948260,2418453.52
2/4/2022,Cobro,881924516,158601738,5216473.72
16/07/2022,Retención Impuesto al Valor Agregado,851746748,149347027,12989625.73
22/06/2022,Retención Impuesto a la fuente,858713007,165567152,13614145.99
6/5/2022,Retención Impuesto al Valor Agregado,835764928,154768694,491950.25
22/02/2022,Retención Impuesto a la industria y comercio,877328314,149555660,9336039.24
20/05/2022,Cobro,844450548,153762803,12963113.35
16/01/2022,Retención Impuesto a la fuente,881457645,160490752,11434650.49
7/7/2022,Retención Impuesto al Valor Agregado,846528799,147216454,6031609.03
23/06/2022,Retención Impuesto al Valor Agregado,833229583,156136296,10824549.99
9/4/2022,Cobro,852501734,149918568,218873.12
24/02/2022,Costo de PayDay,890606024,143707980,14358737.16
21/01/2022,Retención Impuesto a la fuente,857334947,159280661,9790205.54
3/2/2022,Retención Impuesto a la industria y comercio,854112621,149107346,2972094.11
15/02/2022,Retención Impuesto al Valor Agregado,882377639,160937429,9743089.55
28/07/2022,Costo de PayDay,883358417,166154874,4319569.15
3/3/2022,Retención Impuesto a la industria y comercio,837109719,160048323,12133589.27
8/6/2022,Retención Impuesto a la fuente,859130345,163520262,5102460.93
28/01/2022,Retención Impuesto a la fuente,872975136,147121647,9048591.65
5/2/2022,Cobro,844042544,157466724,1577894.63
12/3/2022,Retención Impuesto a la industria y comercio,888159133,155770219,4895803.68
30/03/2022,Retención Impuesto al Valor Agregado,838693269,149701659,5265966.77
1/7/2022,Costo de PayDay,881129499,162326916,10693726.14
7/5/2022,Costo de PayDay,851701830,151339347,9609590.5
5/5/2022,Retención Impuesto a la industria y comercio,846193029,151632579,12386218.9
8/5/2022,Retención Impuesto a la industria y comercio,846569592,160154202,8348118.14
6/1/2022,Retención Impuesto al Valor Agregado,889716633,159273982,3605092.82
20/02/2022,Costo de PayDay,873188184,143552523,5223420.05
31/05/2022,Cobro,860530820,151150519,12142571.54
10/6/2022,Retención Impuesto a la industria y comercio,880338138,144951682,10956245.27
26/07/2022,Retención Impuesto a la industria y comercio,853100987,151644032,13052288.25
16/05/2022,Costo de PayDay,874501136,150802257,9316898.68
7/7/2022,Retención Impuesto al Valor Agregado,838347356,166086197,7022914.73
20/05/2022,Cobro,868863814,161302298,3508504.87
24/06/2022,Retención Impuesto al Valor Agregado,857970297,150465566,9615531.89
16/07/2022,Retención Impuesto a la fuente,877951840,157443579,2842658.09
26/05/2022,Retención Impuesto a la fuente,882032587,154802273,8872706.24
13/06/2022,Retención Impuesto al Valor Agregado,887801905,160901168,10053773.05
29/03/2022,Costo de PayDay,860241796,160433569,8317778.87
22/04/2022,Retención Impuesto al Valor Agregado,879328668,153424976,5677524.66
3/5/2022,Cobro,877039439,152320608,12785894.45
21/07/2022,Cobro,847129202,157453312,10248258.43
27/06/2022,Retención Impuesto al Valor Agregado,882626584,161127295,8190145.27
11/6/2022,Cobro,853648389,151057504,11589619.21
6/5/2022,Retención Impuesto al Valor Agregado,876572081,154637777,508163.31
31/05/2022,Cobro,867243865,157679666,12411295.5
23/06/2022,Cobro,875407283,145360078,5970633.15
9/4/2022,Cobro,891652401,158028528,5754247.76
12/2/2022,Retención Impuesto al Valor Agregado,880140092,161518804,6025106.71
14/04/2022,Retención Impuesto a la fuente,878790454,145472325,46557.4
29/07/2022,Costo de PayDay,842052032,165591160,14071979.76
27/02/2022,Retención Impuesto a la industria y comercio,871407197,161247373,9630751.82
2/2/2022,Retención Impuesto a la industria y comercio,891071719,161606806,2665245.21
9/1/2022,Retención Impuesto a la industria y comercio,867682724,163391308,1204688.14
20/01/2022,Retención Impuesto al Valor Agregado,890520664,155127021,4912476.45
8/4/2022,Retención Impuesto a la fuente,869293378,158004764,13540472.14
