date_created,Concept,movement_number,reference,amount
23/07/2022,Retención Impuesto al Valor Agregado,864713849,154826260,3693320.36
23/07/2022,Retención Impuesto a la industria y comercio,859812436,156168654,12242733.65
11/02/2022,Cobro,861276490,146389487,411392.66
12/05/2022,Costo de PayDay,854329335,157416968,9604658.16
29/04/2022,Costo de PayDay,851457539,166425358,10208804.21
13/01/2022,Retención Impuesto a la fuente,890416550,160957525,2498070.29
12/03/2022,Costo de PayDay,863701315,163010738,5915410.73
10/05/2022,Retención Impuesto al Valor Agregado,891901451,145872773,6872864.96
31/05/2022,Cobro,881424428,145264654,1103641.12
11/07/2022,Costo de PayDay,840535337,159597853,10173494.56
22/04/2022,Costo de PayDay,844760254,165837653,6454471.53
16/06/2022,Retención Impuesto a la fuente,843379986,165997055,4737846.24
29/01/2022,Costo de PayDay,835371135,152638948,6773607.0
24/05/2022,Cobro,856965125,150293027,10392777.83
01/05/2022,Costo de PayDay,880173049,160324263,7136816.68
19/01/2022,Cobro,875371670,154493448,11102969.1
17/07/2022,Retención Impuesto a la fuente,850529443,152669133,14138156.58
12/03/2022,Cobro,849377982,163691075,13279550.31
05/05/2022,Costo de PayDay,848963068,144553485,4984765.35
08/07/2022,Cobro,841486128,166835790,12712520.6
21/07/2022,Retención Impuesto a la fuente,836748025,162472565,10505382.75
27/05/2022,Retención Impuesto al Valor Agregado,855567783,156549589,9788461.16
07/01/2022,Retención Impuesto a la fuente,891853512,153209672,2756745.25
16/06/2022,Costo de PayDay,874516385,160724916,12842375.49
17/06/2022,Retención Impuesto al Valor Agregado,849146872,158185026,14827001.0
04/05/2022,Costo de PayDay,841526452,147956961,4908107.12
09/01/2022,Retención Impuesto a la industria y comercio,860223093,163218997,14946321.54
26/03/2022,Cobro,867749683,159330021,5132948.29
04/05/2022,Cobro,844487156,161445777,7193158.73
14/04/2022,Retención Impuesto a la industria y comercio,868002638,153137899,4470909.14
21/05/2022,Costo de PayDay,866043519,164468419,7836412.72
17/03/2022,Costo de PayDay,886384851,144563643,1294677.16
08/06/2022,Costo de PayDay,844334989,144215543,10108655.81
09/01/2022,Retención Impuesto a la fuente,870831715,147900538,5821782.28
17/05/2022,Cobro,859954618,157047821,7205396.14
13/01/2022,Retención Impuesto al Valor Agregado,885128064,164817894,13536678.9
14/01/2022,Retención Impuesto a la industria y comercio,861123313,150435165,13331985.62
11/03/2022,Retención Impuesto a la industria y comercio,845495020,145463104,2164544.68
01/03/2022,Retención Impuesto a la fuente,890358300,152304090,5076926.92
16/01/2022,Cobro,879159941,156052204,13117182.39
28/05/2022,Costo de PayDay,860234446,150298004,3729887.3
09/05/2022,Retención Impuesto a la fuente,842648342,147939861,11298935.02
24/05/2022,Costo de PayDay,838426509,157114974,7362781.97
04/06/2022,Costo de PayDay,864242670,157155144,10043946.64
29/05/2022,Retención Impuesto al Valor Agregado,835547902,159920570,1015605.82
16/01/2022,Costo de PayDay,881666615,149679050,453482.13
22/06/2022,Retención Impuesto a la fuente,849131958,147585950,13823450.44
26/04/2022,Retención Impuesto a la fuente,846875289,159277739,1430234.47
22/05/2022,Costo de PayDay,864407888,156105124,1259002.45
27/04/2022,Cobro,867372381,149974928,1340292.82
28/04/2022,Retención Impuesto a la fuente,847686336,147149567,13145136.97
02/03/2022,Costo de PayDay,869837289,155899506,1821604.33
07/01/2022,Retención Impuesto al Valor Agregado,839486493,165538848,1607278.38
23/03/2022,Cobro,865208666,144294009,2651730.31
13/04/2022,Retención Impuesto a la fuente,856390459,152420221,6549837.09
11/06/2022,Cobro,839729858,143853083,4216112.58
10/03/2022,Costo de PayDay,861015422,153534053,8958901.24
02/07/2022,Retención Impuesto a la fuente,857592360,164765667,3291400.28
28/07/2022,Costo de PayDay,884904298,162260646,14625322.11
06/03/2022,Retención Impuesto a la industria y comercio,864765222,165238254,2314860.33
10/07/2022,Retención Impuesto a la industria y comercio,833258601,156955478,13811545.91
12/04/2022,Costo de PayDay,870554294,151576669,1863087.29
15/07/2022,Retención Impuesto a la industria y comercio,861840192,165506258,9980228.0
17/04/2022,Retención Impuesto a la fuente,885902980,153220285,6805878.36
19/04/2022,Retención Impuesto al Valor Agregado,888406657,158305391,12947297.46
24/05/2022,Retención Impuesto a la industria y comercio,839629649,156891266,8105521.45
26/06/2022,Retención Impuesto a la industria y comercio,860097069,152755795,13805793.81
19/01/2022,Retención Impuesto al Valor Agregado,836419651,159139232,9924625.89
05/06/2022,Retención Impuesto a la industria y comercio,853099768,165630146,4228060.98
21/02/2022,Retención Impuesto a la fuente,889559790,143574209,11122768.7
09/01/2022,Retención Impuesto a la industria y comercio,869503818,163415476,3335998.13
07/07/2022,Retención Impuesto a la industria y comercio,862776492,161593034,14603461.62
17/01/2022,Cobro,887341438,158989404,14336716.38
05/04/2022,Retención Impuesto a la industria y comercio,876993386,166113671,11713552.09
20/01/2022,Retención Impuesto a la fuente,865534363,157237934,2115596.17
17/05/2022,Retención Impuesto a la industria y comercio,843624358,165683728,7322463.05
04/07/2022,Cobro,869033870,163060563,14798218.16
02/05/2022,Cobro,887989409,147102088,7675459.66
14/04/2022,Retención Impuesto al Valor Agregado,842453854,162321389,13732458.94
06/02/2022,Cobro,833579230,167007534,12954428.91
17/07/2022,Retención Impuesto al Valor Agregado,879723432,144740544,11378707.64
28/04/2022,Costo de PayDay,858274264,152203334,12206104.33
25/06/2022,Retención Impuesto al Valor Agregado,833251290,162519978,8619641.12
26/03/2022,Retención Impuesto a la industria y comercio,887045541,155001735,947761.33
02/02/2022,Retención Impuesto a la industria y comercio,888451849,151024548,3979635.4
25/01/2022,Cobro,844201552,147912256,4753303.5
02/02/2022,Retención Impuesto a la fuente,892189489,165525560,6409413.92
06/01/2022,Costo de PayDay,838818133,149820875,9845381.97
08/05/2022,Retención Impuesto a la fuente,835154326,149334919,2697849.48
05/07/2022,Costo de PayDay,891576968,162441143,2398353.9
25/02/2022,Costo de PayDay,846337055,162394766,2542472.58
07/06/2022,Retención Impuesto al Valor Agregado,888717162,161591294,6112578.48
25/03/2022,Retención Impuesto a la industria y comercio,879179367,144401340,13933933.95
03/06/2022,Retención Impuesto a la industria y comercio,872434929,159840334,6979365.06
19/03/2022,Retención Impuesto al Valor Agregado,880843628,166925015,1476238.82
26/01/2022,Retención Impuesto a la fuente,884589722,157231833,2084595.52
04/06/2022,Retención Impuesto a la fuente,890013622,162919000,5000342.11
05/06/2022,Retención Impuesto al Valor Agregado,844930990,166801129,7359128.4
30/04/2022,Costo de PayDay,884233990,166335836,211923.39
03/04/2022,Retención Impuesto a la fuente,883811014,151756300,8473703.68
08/01/2022,Cobro,870900847,160543360,11660361.4
22/04/2022,Cobro,878083101,148171022,12316089.59
21/03/2022,Retención Impuesto a la industria y comercio,837355569,164884795,9886546.48
14/01/2022,Cobro,890776307,153701283,7573666.52
19/01/2022,Cobro,835226811,147921059,3987719.04
08/07/2022,Retención Impuesto a la fuente,842267038,155780379,12647107.77
27/01/2022,Retención Impuesto a la fuente,882558752,153888178,9271905.89
26/03/2022,Retención Impuesto al Valor Agregado,834287099,166037722,3960838.19
04/02/2022,Cobro,879402167,143434251,1740949.84
25/03/2022,Retención Impuesto a la fuente,884267258,153188906,13827589.34
05/03/2022,Costo de PayDay,848497802,152816046,5148683.99
21/04/2022,Retención Impuesto a la industria y comercio,887729050,144656021,10269976.33
10/07/2022,Cobro,876977701,144400418,14634135.21
12/07/2022,Costo de PayDay,845709133,155154105,7422373.2
09/03/2022,Cobro,849673991,145824894,2765519.53
20/06/2022,Costo de PayDay,853865609,147113647,2306285.66
29/05/2022,Retención Impuesto a la industria y comercio,836128094,144771612,5632674.81
27/07/2022,Costo de PayDay,887474028,157335052,4255511.53
12/07/2022,Retención Impuesto al Valor Agregado,856547294,153337967,3865388.91
16/01/2022,Retención Impuesto a la fuente,850988141,160095003,11372948.81
30/05/2022,Retención Impuesto al Valor Agregado,845512977,148144273,8077974.06
30/05/2022,Costo de PayDay,868350465,160211180,2828255.32
13/02/2022,Retención Impuesto a la industria y comercio,891524448,162351987,6929589.02
12/02/2022,Costo de PayDay,869211125,160534098,3065863.28
17/05/2022,Retención Impuesto a la fuente,875683724,144862865,1417917.21
14/04/2022,Retención Impuesto a la fuente,847803000,165729117,3755610.37
27/03/2022,Retención Impuesto al Valor Agregado,886811187,155941919,3993951.57
15/04/2022,Retención Impuesto a la fuente,842172855,148759369,11938333.65
26/03/2022,Costo de PayDay,855121234,147890970,11833810.32
07/07/2022,Retención Impuesto a la industria y comercio,869454254,163225754,6897679.52
27/04/2022,Costo de PayDay,866977941,154720011,1395867.29
26/05/2022,Retención Impuesto a la industria y comercio,881079981,153105940,12975197.69
08/02/2022,Costo de PayDay,875844677,162974465,6390821.28
01/06/2022,Cobro,857243602,149786264,2597164.52
12/07/2022,Cobro,867661639,159900759,6800146.9
14/07/2022,Retención Impuesto al Valor Agregado,870947210,151396301,14888072.54
23/02/2022,Cobro,836920315,151734841,4013579.23
19/04/2022,Retención Impuesto al Valor Agregado,877968404,153808878,590790.7
18/05/2022,Retención Impuesto a la industria y comercio,835221898,149111873,2579390.38
15/04/2022,Costo de PayDay,874629196,152435554,4439179.42
23/03/2022,Retención Impuesto a la industria y comercio,886470888,149113491,5493745.74
21/04/2022,Cobro,872326741,153446402,2402161.85
25/07/2022,Cobro,849909290,143600093,6937339.12
12/03/2022,Retención Impuesto al Valor Agregado,860545411,163910296,11836308.62
10/03/2022,Retención Impuesto a la fuente,840795709,153343945,13239820.84
05/06/2022,Retención Impuesto a la fuente,833298233,157504635,8766481.85
01/03/2022,Retención Impuesto a la industria y comercio,835323414,143850903,11791975.26
31/03/2022,Retención Impuesto a la industria y comercio,856862492,147811613,8748279.37
16/05/2022,Retención Impuesto a la fuente,840829728,153223608,2827873.79
20/02/2022,Retención Impuesto a la industria y comercio,860278471,145475038,12748421.74
29/06/2022,Cobro,860089830,156234340,7336291.31
22/02/2022,Retención Impuesto a la fuente,861734285,163620693,14845602.97
