date_created,Concept,movement_number,reference,amount
25/10/2022,Retencion Impuesto al Valor Agregado,443025695,229504465,144592691.09
25/10/2022,Retencion Impuesto a la industria y comercio,773796991,146774621,935183869.16
24/10/2022,Costo de Payday,623042423,467694223,436665863.12
25/10/2022,Costo de Payday,368009895,559449506,552579345.4
25/10/2022,Retencion Impuesto a la industria y comercio,443856559,281284947,160513203.59
25/10/2022,Retencion Impuesto a la industria y comercio,110607725,704740310,437529179.75
25/10/2022,Impuesto a la fuente,796018763,847951682,305431772.86
25/10/2022,Retencion Impuesto a la industria y comercio,321938192,538616552,672682182.6
25/10/2022,Retencion Impuesto a la industria y comercio,382993615,186017577,344462394.07
25/10/2022,Retencion Impuesto al Valor Agregado,972394534,166539054,434634634.12
25/10/2022,Impuesto a la fuente,926906883,736707182,438100406.33
25/10/2022,Impuesto a la fuente,668325342,610722570,940724704.92
25/10/2022,Impuesto a la fuente,558839541,477559067,515579987.09
25/10/2022,Retencion Impuesto a la industria y comercio,909528263,297474215,499091061.89
25/10/2022,Retencion Impuesto a la industria y comercio,542842288,786021579,161468478.02
25/10/2022,Impuesto a la fuente,651868701,347935615,250765029.36
24/10/2022,Retencion Impuesto al Valor Agregado,369463919,139104099,811595701.74
25/10/2022,Retencion Impuesto a la industria y comercio,942761220,828208532,323296746.93
24/10/2022,Costo de Payday,208917452,414355403,606575315.55
24/10/2022,Cobro,851109905,188165199,652187628.78
25/10/2022,Retencion Impuesto a la industria y comercio,559668954,172321818,771388084.23
24/10/2022,Retencion Impuesto al Valor Agregado,320495939,346085194,807071881.59
25/10/2022,Costo de Payday,839140060,568683723,932434964.89
24/10/2022,Impuesto a la fuente,537680545,730339723,827083901.19
25/10/2022,Retencion Impuesto a la industria y comercio,708883121,532068818,180808116.06
25/10/2022,Cobro,467524743,188852979,535495416.35
25/10/2022,Impuesto a la fuente,477426544,146769094,565466966.94
24/10/2022,Retencion Impuesto a la industria y comercio,655102751,709540045,553833077.05
25/10/2022,Cobro,703136812,151472816,189332018.18
24/10/2022,Retencion Impuesto al Valor Agregado,113303941,887002242,368768199.17
25/10/2022,Impuesto a la fuente,564225309,917973341,773116389.65
25/10/2022,Retencion Impuesto a la industria y comercio,377828777,773259371,638706791.66
25/10/2022,Costo de Payday,483415137,451646562,681662864.51
24/10/2022,Costo de Payday,401480759,565309657,490753096.05
25/10/2022,Cobro,294263864,519744125,342017402.39
25/10/2022,Cobro,100208388,809452154,437218664.97
24/10/2022,Impuesto a la fuente,695297736,174472599,756467207.46
25/10/2022,Impuesto a la fuente,503402679,295252876,677471210.38
25/10/2022,Cobro,657413682,917644207,543797318.18
24/10/2022,Retencion Impuesto al Valor Agregado,164423617,933942478,643492440.26
25/10/2022,Cobro,326501092,987859083,485415512.36
25/10/2022,Costo de Payday,684369818,132712101,880363112.07
25/10/2022,Impuesto a la fuente,731517333,575877960,658502511.41
25/10/2022,Retencion Impuesto a la industria y comercio,412181170,338615549,946411554.72
24/10/2022,Cobro,845693587,844302623,102250031.04
24/10/2022,Costo de Payday,259649248,849769572,639829832.51
24/10/2022,Retencion Impuesto al Valor Agregado,587199483,698931699,320668103.91
25/10/2022,Cobro,913181914,743833359,226827993.61
25/10/2022,Retencion Impuesto a la industria y comercio,270364911,876018986,852867837.55
25/10/2022,Costo de Payday,710085211,992039672,790977768.71
24/10/2022,Cobro,817748369,861612201,882995199.6
25/10/2022,Retencion Impuesto a la industria y comercio,143481482,904878705,746171665.28
25/10/2022,Retencion Impuesto a la industria y comercio,743484979,840872294,101350594.89
25/10/2022,Retencion Impuesto a la industria y comercio,108295683,508946906,669468955.9
25/10/2022,Cobro,957716939,929103840,999887182.46
24/10/2022,Retencion Impuesto a la industria y comercio,410397787,448741075,646254307.07
25/10/2022,Retencion Impuesto al Valor Agregado,107646343,354137215,887171034.21
25/10/2022,Cobro,311753813,953057080,516217809.51
24/10/2022,Retencion Impuesto al Valor Agregado,922371551,647967755,554180564.28
25/10/2022,Costo de Payday,948831539,354313823,199844291.05
25/10/2022,Cobro,845030029,605814286,794838221.49
25/10/2022,Cobro,785281955,997357376,835710262.44
25/10/2022,Impuesto a la fuente,684897741,235415183,489990361.71
25/10/2022,Impuesto a la fuente,652127015,473429722,948161212.06
25/10/2022,Retencion Impuesto al Valor Agregado,111436612,906200052,562607551.51
25/10/2022,Retencion Impuesto a la industria y comercio,177913622,767002233,150072606.62
25/10/2022,Costo de Payday,136039597,877035222,241927685.7
25/10/2022,Costo de Payday,556012440,121649847,630004163.88
25/10/2022,Retencion Impuesto a la industria y comercio,461640587,489876597,368703554.6
25/10/2022,Costo de Payday,662096407,535171362,286789113.68
24/10/2022,Costo de Payday,730947913,620257404,595001657.15
25/10/2022,Retencion Impuesto al Valor Agregado,490723682,127719827,630784616.47
25/10/2022,Retencion Impuesto al Valor Agregado,417518277,118644494,287437416.84
25/10/2022,Cobro,545592227,546379929,937183472.38
25/10/2022,Cobro,553739084,678496326,427304043.82
24/10/2022,Retencion Impuesto al Valor Agregado,815495676,145706056,161740605.03
25/10/2022,Cobro,160225853,147394323,848803554.81
24/10/2022,Costo de Payday,767157308,475437228,376836376.73
25/10/2022,Costo de Payday,458464406,941406911,310656415.67
25/10/2022,Costo de Payday,494122965,335578508,105154288.01
25/10/2022,Costo de Payday,351359279,760525538,866510420.64
25/10/2022,Costo de Payday,390660248,998860132,196933135.89
24/10/2022,Retencion Impuesto a la industria y comercio,245716452,200381557,911952222.22
25/10/2022,Costo de Payday,819612630,334733028,588438809.16
25/10/2022,Retencion Impuesto a la industria y comercio,918289691,689281910,360582425.53
25/10/2022,Costo de Payday,881683185,271543039,989775536.33
25/10/2022,Impuesto a la fuente,374174560,739606031,776818993.72
25/10/2022,Impuesto a la fuente,573189368,510781431,621226102.49
25/10/2022,Costo de Payday,691773189,323323522,242102083.86
24/10/2022,Retencion Impuesto a la industria y comercio,719780513,506747765,924808376.82
25/10/2022,Cobro,123735544,868273218,782092666.44
25/10/2022,Costo de Payday,797294258,125684301,332786464.91
25/10/2022,Cobro,831620657,263755151,570677423.84
25/10/2022,Retencion Impuesto al Valor Agregado,797255054,852970611,996429990.58
25/10/2022,Impuesto a la fuente,255991571,666690783,943729216.32
25/10/2022,Cobro,840906735,706365215,198355132.91
25/10/2022,Retencion Impuesto a la industria y comercio,836365528,762850724,475904531.04
25/10/2022,Retencion Impuesto al Valor Agregado,272126627,723884594,328007895.05
25/10/2022,Cobro,293715134,662308927,583747488.35
25/10/2022,Impuesto a la fuente,385704589,675631780,334255753.44
25/10/2022,Costo de Payday,601916844,918326887,727594429.23
25/10/2022,Retencion Impuesto a la industria y comercio,810549556,810436201,789255888.98
25/10/2022,Retencion Impuesto al Valor Agregado,794919548,751057448,670764914.82
25/10/2022,Cobro,396875202,902218684,865490967.29
25/10/2022,Costo de Payday,723597143,323808751,441518906.65
25/10/2022,Cobro,974441226,434665982,320847911.28
24/10/2022,Costo de Payday,992362863,571315871,132833636.04
25/10/2022,Costo de Payday,406913216,336551908,221451225.19
25/10/2022,Cobro,834175676,296640566,576965917.82
25/10/2022,Cobro,827591467,571282382,727866718.57
25/10/2022,Impuesto a la fuente,277904554,912516736,113817234.15
25/10/2022,Costo de Payday,939057778,488338349,980978284.43
25/10/2022,Impuesto a la fuente,551835968,201150384,994103042.74
25/10/2022,Costo de Payday,793212731,889294437,951872168.55
25/10/2022,Impuesto a la fuente,178463427,675080792,143453702.69
25/10/2022,Cobro,289053899,628880469,787591612.12
25/10/2022,Retencion Impuesto a la industria y comercio,483581140,593003138,151436190.83
25/10/2022,Retencion Impuesto a la industria y comercio,129592237,744882466,326338401.44
24/10/2022,Retencion Impuesto a la industria y comercio,570283765,998198515,878317489.11
25/10/2022,Cobro,951195758,443676417,690251946.98
24/10/2022,Cobro,316272645,487947774,657134743.98
25/10/2022,Impuesto a la fuente,991374624,140871796,935410623.62
25/10/2022,Retencion Impuesto a la industria y comercio,648462448,736595568,691010263.01
25/10/2022,Retencion Impuesto al Valor Agregado,729188715,116510934,652130368.31
25/10/2022,Retencion Impuesto a la industria y comercio,824051388,951363420,299235991.12
25/10/2022,Costo de Payday,926157904,451936146,980122553.69
25/10/2022,Retencion Impuesto a la industria y comercio,683025358,938321254,203163682.11
25/10/2022,Costo de Payday,103930467,307466937,829841604.58
25/10/2022,Impuesto a la fuente,481696277,723228952,304281817.37
25/10/2022,Costo de Payday,420541912,717549098,961967613.03
25/10/2022,Retencion Impuesto a la industria y comercio,541024067,908494449,304288149.42
25/10/2022,Retencion Impuesto a la industria y comercio,113682864,333560313,158838747.19
25/10/2022,Costo de Payday,414831448,546009673,779991806.1
25/10/2022,Impuesto a la fuente,842115174,689102468,189856743.26
25/10/2022,Retencion Impuesto al Valor Agregado,185922958,683952162,831083269.78
25/10/2022,Retencion Impuesto a la industria y comercio,737875413,841080776,878516547.96
25/10/2022,Costo de Payday,101835207,967310901,458744260.72
24/10/2022,Retencion Impuesto al Valor Agregado,153352733,721273832,151360001.41
25/10/2022,Impuesto a la fuente,968010126,901260920,202348736.91
25/10/2022,Costo de Payday,916611881,522633178,464275564.29
24/10/2022,Impuesto a la fuente,439053930,862734764,245569627.27
25/10/2022,Impuesto a la fuente,355782821,783318711,631764038.64
25/10/2022,Retencion Impuesto a la industria y comercio,774597899,688729046,296973042.13
25/10/2022,Cobro,853705804,958185104,477264773.39
25/10/2022,Cobro,123933009,171671657,255266658.98
25/10/2022,Impuesto a la fuente,240227229,886808309,900246744.35
25/10/2022,Costo de Payday,530493696,939081183,898460054.3
24/10/2022,Costo de Payday,194573951,887968795,777735714.04
24/10/2022,Retencion Impuesto a la industria y comercio,178246984,353493082,901103807.95
25/10/2022,Retencion Impuesto a la industria y comercio,735447690,119813148,380435096.41
25/10/2022,Retencion Impuesto a la industria y comercio,539559675,266322796,798173464.76
24/10/2022,Retencion Impuesto a la industria y comercio,900137924,106471075,802972088.57
25/10/2022,Retencion Impuesto a la industria y comercio,930562577,776555727,172110129.8
25/10/2022,Impuesto a la fuente,786097818,707565225,854880676.55
24/10/2022,Retencion Impuesto al Valor Agregado,221116503,443716932,336838276.09
25/10/2022,Retencion Impuesto al Valor Agregado,392591515,660763236,715064994.63
25/10/2022,Impuesto a la fuente,668753027,135852232,186166961.05
25/10/2022,Cobro,846129699,837742921,432573864.34
25/10/2022,Costo de Payday,620613758,429169389,511434977.59
25/10/2022,Retencion Impuesto al Valor Agregado,629212819,137954951,565474347.54
25/10/2022,Retencion Impuesto al Valor Agregado,699026471,989577872,325283827.5
25/10/2022,Retencion Impuesto a la industria y comercio,650560416,426882034,608414632.52
25/10/2022,Costo de Payday,681596915,505278479,403669125.4
25/10/2022,Impuesto a la fuente,381220427,606677265,164237395.52
24/10/2022,Impuesto a la fuente,941402060,671062518,688110640.08
25/10/2022,Retencion Impuesto al Valor Agregado,923673523,538266634,558935167.26
25/10/2022,Cobro,191686854,855220364,234053549.54
25/10/2022,Impuesto a la fuente,302941493,234366577,589766635.75
25/10/2022,Costo de Payday,453287636,658067484,898245929.3
24/10/2022,Retencion Impuesto a la industria y comercio,811263419,139860277,787098066.66
25/10/2022,Cobro,949214481,688371470,603363102.43
25/10/2022,Retencion Impuesto a la industria y comercio,545832152,627509300,122565955.61
25/10/2022,Impuesto a la fuente,631905078,125527294,280855422.65
25/10/2022,Retencion Impuesto al Valor Agregado,826047801,343167381,447986038.93
25/10/2022,Impuesto a la fuente,777744228,494758535,129205387.38
25/10/2022,Retencion Impuesto a la industria y comercio,154187365,471677430,273234931.0
25/10/2022,Retencion Impuesto al Valor Agregado,664147548,399535003,708280052.45
25/10/2022,Retencion Impuesto a la industria y comercio,234283570,107260544,357388540.77
25/10/2022,Costo de Payday,862020435,129704429,306613392.93
25/10/2022,Retencion Impuesto al Valor Agregado,160674990,301963264,775199941.6
25/10/2022,Retencion Impuesto al Valor Agregado,374787336,460645048,177996236.05
24/10/2022,Retencion Impuesto a la industria y comercio,251043168,212142771,773250140.06
25/10/2022,Retencion Impuesto al Valor Agregado,963552804,204272385,351448704.43
25/10/2022,Costo de Payday,260535009,487552709,516277306.66
25/10/2022,Impuesto a la fuente,150970313,167139878,730514344.54
25/10/2022,Impuesto a la fuente,993271793,597101214,780384651.21
25/10/2022,Cobro,219439473,216665494,768091994.12
24/10/2022,Impuesto a la fuente,244089641,164057492,850261458.19
25/10/2022,Cobro,110668160,777176529,282158347.87
25/10/2022,Impuesto a la fuente,397967086,972379052,628972514.31
25/10/2022,Retencion Impuesto a la industria y comercio,864219175,831868300,149211854.47
25/10/2022,Cobro,880933977,451614866,103455238.03
25/10/2022,Impuesto a la fuente,753490949,713193468,345262196.41
25/10/2022,Costo de Payday,650206862,482413372,913028754.54
25/10/2022,Costo de Payday,317902304,420350924,619619858.12
25/10/2022,Cobro,270734831,620063341,559347961.78
24/10/2022,Retencion Impuesto a la industria y comercio,650007398,522600347,600422967.57
25/10/2022,Costo de Payday,944935006,422467960,770496408.14
25/10/2022,Retencion Impuesto al Valor Agregado,309882277,420081110,784026707.06
25/10/2022,Impuesto a la fuente,910065012,634574961,311918473.96
25/10/2022,Impuesto a la fuente,729558470,444626628,594666398.04
25/10/2022,Costo de Payday,425745911,295660471,921466037.08
24/10/2022,Impuesto a la fuente,162071850,668004166,466639802.33
25/10/2022,Retencion Impuesto al Valor Agregado,227895445,535343305,555805659.25
25/10/2022,Cobro,760404828,348376304,377785236.06
25/10/2022,Impuesto a la fuente,867311874,115124242,258950284.14
25/10/2022,Costo de Payday,333256117,162210366,627383855.15
25/10/2022,Retencion Impuesto a la industria y comercio,183623317,287254622,553547997.62
24/10/2022,Retencion Impuesto a la industria y comercio,348849806,789252616,727775568.98
25/10/2022,Cobro,245814407,505586200,429919833.88
25/10/2022,Retencion Impuesto a la industria y comercio,613964350,565846090,557721717.13
25/10/2022,Retencion Impuesto a la industria y comercio,711869061,559714017,406053305.39
25/10/2022,Retencion Impuesto al Valor Agregado,472060319,573921812,325989917.33
25/10/2022,Retencion Impuesto a la industria y comercio,981361540,644266733,776353011.89
25/10/2022,Impuesto a la fuente,929041901,681880572,528614916.89
24/10/2022,Cobro,801557899,105866398,121516738.9
25/10/2022,Cobro,237003487,975174437,396088765.68
24/10/2022,Retencion Impuesto a la industria y comercio,537782349,985799322,442359162.21
25/10/2022,Cobro,221611351,136443081,738608903.06
25/10/2022,Costo de Payday,800220051,329588023,832970527.35
25/10/2022,Retencion Impuesto a la industria y comercio,446534006,747632750,733805647.62
24/10/2022,Retencion Impuesto a la industria y comercio,286003456,439702918,327638175.08
24/10/2022,Cobro,614633131,876336697,210777873.12
25/10/2022,Costo de Payday,461228374,232742519,630165443.7
25/10/2022,Impuesto a la fuente,830711103,793290011,146243152.64
25/10/2022,Retencion Impuesto al Valor Agregado,204336743,633470541,413898809.95
25/10/2022,Impuesto a la fuente,209572121,160245157,345161806.2
25/10/2022,Retencion Impuesto a la industria y comercio,278994993,984355355,327025508.54
24/10/2022,Retencion Impuesto a la industria y comercio,234770716,152823739,298457033.76
24/10/2022,Cobro,460545325,933588866,179103715.98
25/10/2022,Retencion Impuesto a la industria y comercio,591418759,182992926,375063096.05
25/10/2022,Cobro,610435609,465565810,890608245.3
25/10/2022,Retencion Impuesto al Valor Agregado,503705619,599668671,317790514.22
24/10/2022,Costo de Payday,302867578,115171908,328130277.44
24/10/2022,Retencion Impuesto a la industria y comercio,239631592,655784110,533312831.82
25/10/2022,Retencion Impuesto al Valor Agregado,387991357,753436212,580910461.62
25/10/2022,Retencion Impuesto a la industria y comercio,333204446,351268690,603039700.74
25/10/2022,Cobro,717985454,689082595,442013757.53
25/10/2022,Costo de Payday,659597400,157331876,274545335.11
24/10/2022,Impuesto a la fuente,840130131,915004250,561225702.19
25/10/2022,Cobro,560603373,265738153,831859696.62
24/10/2022,Retencion Impuesto a la industria y comercio,949337064,177425804,258479115.94
24/10/2022,Cobro,795528139,797951031,654757312.61
25/10/2022,Retencion Impuesto al Valor Agregado,365432028,296674068,979074403.96
25/10/2022,Cobro,893891543,463792770,305985942.65
25/10/2022,Costo de Payday,883567807,783814175,329362752.37
25/10/2022,Costo de Payday,165099261,195011931,313996478.09
25/10/2022,Retencion Impuesto a la industria y comercio,550246237,732398688,799796348.53
25/10/2022,Costo de Payday,756403445,863376358,682439098.32
25/10/2022,Impuesto a la fuente,232192873,988349641,285806591.56
25/10/2022,Cobro,317661764,953203632,471072530.71
25/10/2022,Retencion Impuesto al Valor Agregado,469260870,233602829,159397391.51
25/10/2022,Retencion Impuesto a la industria y comercio,454860261,219451737,540631773.6
25/10/2022,Retencion Impuesto a la industria y comercio,950092257,403950660,348414077.69
24/10/2022,Cobro,871097911,411018416,511198983.04
25/10/2022,Retencion Impuesto a la industria y comercio,831545033,306038485,864055741.41
25/10/2022,Retencion Impuesto a la industria y comercio,851847271,291928624,481188560.99
25/10/2022,Costo de Payday,918607623,518848618,490603574.39
24/10/2022,Cobro,235132492,969386490,881171191.78
25/10/2022,Retencion Impuesto a la industria y comercio,455563553,116209457,855183960.43
25/10/2022,Costo de Payday,856882897,893499585,860987551.73
25/10/2022,Cobro,646379368,372469272,382739029.12
25/10/2022,Impuesto a la fuente,564599643,755755743,240899909.56
25/10/2022,Cobro,622403145,748659882,500635237.55
25/10/2022,Cobro,768839782,993133046,882337196.9
25/10/2022,Retencion Impuesto al Valor Agregado,268934365,383703245,537782687.43
25/10/2022,Impuesto a la fuente,410580874,434805901,679668188.28
25/10/2022,Cobro,771910639,237370934,103262475.87
25/10/2022,Retencion Impuesto al Valor Agregado,214481143,283589235,610045236.46
25/10/2022,Retencion Impuesto al Valor Agregado,643367878,239265244,860719328.97
25/10/2022,Impuesto a la fuente,742082780,378450136,903593069.21
24/10/2022,Retencion Impuesto al Valor Agregado,616940697,667311220,638602213.59
25/10/2022,Retencion Impuesto al Valor Agregado,370470063,799244859,552085866.6
25/10/2022,Impuesto a la fuente,862495224,271613882,250265641.66
25/10/2022,Retencion Impuesto al Valor Agregado,486437021,590766505,987421950.39
24/10/2022,Retencion Impuesto al Valor Agregado,424097431,739502533,852375995.77
25/10/2022,Retencion Impuesto al Valor Agregado,617730637,558584431,760098905.42
25/10/2022,Impuesto a la fuente,158063552,961796610,225170010.54
24/10/2022,Retencion Impuesto a la industria y comercio,141281133,195644782,953565741.43
25/10/2022,Retencion Impuesto a la industria y comercio,647178262,685652886,299402822.64
25/10/2022,Retencion Impuesto al Valor Agregado,250362190,958242980,320881287.2
24/10/2022,Impuesto a la fuente,303998335,629555342,261084208.34
24/10/2022,Cobro,318108774,230944331,924279079.09
25/10/2022,Retencion Impuesto al Valor Agregado,121276981,836428135,759700588.72
25/10/2022,Cobro,315993424,829654496,983944646.98
24/10/2022,Impuesto a la fuente,210757927,949924067,521465805.02
25/10/2022,Impuesto a la fuente,545406793,404878671,911923150.48
25/10/2022,Impuesto a la fuente,456368677,877678362,815058115.56
25/10/2022,Retencion Impuesto a la industria y comercio,526198893,636190410,559656949.12
25/10/2022,Cobro,783306339,799968561,786571389.19
25/10/2022,Retencion Impuesto a la industria y comercio,165098781,762423583,611645186.59
25/10/2022,Cobro,833811983,786201627,789152572.04
24/10/2022,Retencion Impuesto al Valor Agregado,939184630,647746135,634799816.16
25/10/2022,Costo de Payday,431699404,497698692,352199331.98
25/10/2022,Costo de Payday,733240170,416762026,781038131.62
24/10/2022,Costo de Payday,719465755,740812061,601156299.55
25/10/2022,Retencion Impuesto al Valor Agregado,975037006,156922942,851083466.66
25/10/2022,Retencion Impuesto a la industria y comercio,758730310,758795094,635577663.39
24/10/2022,Costo de Payday,316368864,212661967,793457654.51
25/10/2022,Impuesto a la fuente,206923643,317478654,260335079.79
24/10/2022,Cobro,986603809,315662724,905097788.07
25/10/2022,Cobro,330728158,855375532,237297968.81
25/10/2022,Retencion Impuesto al Valor Agregado,117652036,734622090,707906208.82
25/10/2022,Impuesto a la fuente,196325050,879516823,835143506.63
25/10/2022,Costo de Payday,618290197,672652822,237339417.92
25/10/2022,Costo de Payday,838417302,791296896,880180091.18
25/10/2022,Costo de Payday,641116507,995210280,474299653.51
25/10/2022,Cobro,575896676,930140289,149321995.25
24/10/2022,Costo de Payday,607916090,215244092,224295391.11
25/10/2022,Costo de Payday,378083703,840346938,247088079.43
25/10/2022,Costo de Payday,635868226,343962640,765759036.75
25/10/2022,Retencion Impuesto al Valor Agregado,360421482,597667791,649126424.21
25/10/2022,Cobro,622018527,606083622,184528954.35
25/10/2022,Costo de Payday,586153142,290969917,570735078.12
24/10/2022,Costo de Payday,813666226,292649281,612707563.65
25/10/2022,Costo de Payday,547922070,416237610,964927559.99
25/10/2022,Cobro,484567047,964700234,114883341.68
25/10/2022,Retencion Impuesto a la industria y comercio,579849191,791644845,279578459.34
24/10/2022,Retencion Impuesto al Valor Agregado,321382303,304304742,626745845.59
25/10/2022,Costo de Payday,819834281,831555463,693195844.7
25/10/2022,Costo de Payday,253236858,700686252,603212163.29
25/10/2022,Retencion Impuesto a la industria y comercio,403595468,490182329,790069648.54
24/10/2022,Costo de Payday,145073870,829942413,312536360.2
25/10/2022,Costo de Payday,804548352,351121590,351143983.86
24/10/2022,Costo de Payday,498331757,949604860,214245931.28
25/10/2022,Costo de Payday,174438439,751749446,101725933.59
25/10/2022,Retencion Impuesto al Valor Agregado,576455470,156181477,526468844.22
25/10/2022,Cobro,940191522,202078046,453104948.05
25/10/2022,Impuesto a la fuente,241699546,470039970,250070050.98
24/10/2022,Retencion Impuesto al Valor Agregado,884256213,643893301,636333535.51
24/10/2022,Cobro,713586741,709317402,742502816.66
25/10/2022,Cobro,387409865,781603874,444335024.07
25/10/2022,Impuesto a la fuente,835688303,113561397,348364170.68
25/10/2022,Retencion Impuesto al Valor Agregado,149396307,529408160,650747076.04
24/10/2022,Retencion Impuesto a la industria y comercio,321528363,411609921,480758984.77
25/10/2022,Cobro,665591161,219741421,634475814.01
25/10/2022,Retencion Impuesto al Valor Agregado,628298501,924875802,375630918.83
25/10/2022,Costo de Payday,954371420,556625804,958038656.28
25/10/2022,Retencion Impuesto al Valor Agregado,582758625,185003105,852965943.47
24/10/2022,Costo de Payday,206416381,590846130,781402809.28
25/10/2022,Retencion Impuesto al Valor Agregado,339380401,172313216,579177837.71
25/10/2022,Impuesto a la fuente,421777157,401197212,505642503.94
25/10/2022,Impuesto a la fuente,606020443,537260960,725237027.84
25/10/2022,Retencion Impuesto a la industria y comercio,681183997,531921340,476392435.82
25/10/2022,Retencion Impuesto al Valor Agregado,569613517,449754136,129826205.91
24/10/2022,Retencion Impuesto al Valor Agregado,887753697,209265305,543590775.3
25/10/2022,Retencion Impuesto al Valor Agregado,841464448,854659945,304249076.72
24/10/2022,Cobro,142397594,324446127,886552517.69
25/10/2022,Impuesto a la fuente,729383479,690257261,301715762.64
25/10/2022,Retencion Impuesto a la industria y comercio,134143385,523322809,531814893.24
24/10/2022,Costo de Payday,608296897,616173607,834842325.09
25/10/2022,Cobro,612601636,924809597,313705290.22
24/10/2022,Cobro,480393659,993196478,571230060.45
24/10/2022,Retencion Impuesto a la industria y comercio,580832171,492873958,835947611.86
25/10/2022,Cobro,583374959,141746319,703235631.27
25/10/2022,Costo de Payday,709815592,784192432,454382373.05
25/10/2022,Retencion Impuesto al Valor Agregado,204024633,215284020,477901425.54
